,appId,title,score,rating,review,comment,priceT,install,genre,developer,release
11,co.bitx.android.wallet,"Luno: Buy Bitcoin, Ethereum and Cryptocurrency",4.2,82770.0,43847.0,"['Does not update fast enough, trying to buy and sell, setting orders and taking them off there is like a 5 min delay before you can do something else. Luno lies to you, its UI and UX is designed to make you buy and sell as many times as possible, which would make them money. You will lose a lot of your money to the fees, and it would be because you got tricked into buying at a higher price than it is shown. Take it from me, I lost almost 900, thinking that green candle means good to buy.', 'Usage has been smooth for some months now, until recently... I lost my device and got a new one. All efforts to login with my details have been ineffective. I mean, you guys have my email address and phone number, why so difficult to redeem my account when I have assets in there?', ""Hi, This is good and very easy to use, but one thing it's slow moving when trading also the prize and the graph not moving at the same time. Need to improve. Also only have a few coins for trade, need more coins for trading. Tq"", 'I lost my phone in December 2019 and I\'ve been trying to contact the ""LUNO support team"" without success. Worse part, recently I can\'t log a complain because I\'m receiving a ""Too many complains at the moment, please try again later"" messages. 🙄 I even tried accessing luno support team via skype without success... but within hours since i contacted the support team again today, my account was solved😉 thanx LUNO team🙏', 'I paid R20 for an express clearing which they claim takes 15 min, nearly an hour an half later im still waiting. I reported it in the ""help"" menu and they said it might take up to 2 days just to respond to my ""help"" request.. so basically they are charging me R20 for nothing as I still need to wait as long is it would take an average transaction.. dont use the express withdrawal! ""Update"" over 3 hours later they cancelled my withdrawal and couldn\'t provide a valid reason! Unacceptable!']",Free,5000000,FINANCE,Luno,"Nov 2, 2014"
12,co.hodlwallet,HODL Wallet : Bitcoin Wallet,3.7,116.0,62.0,"['1. Syncing stuck on last 10 hours. I re-installed app its start syncing from 2013 after 3-4 days syncing its stuck agin on last 10 hours. 2. When I am trying to send amount somewhere its showing Error: ""Sending is disabled during a full rescan."" Can HODL support me to fix these issues?', 'Absolutely the worst program I have ever used. There is no support, there are no telephone numbers If a problem arises there is nothing you can do about it.... Your money is gone. In this sense the program is very easy to use....', 'Excellent app. Simplicity, clean design, easy to set up and easy to back up for recovery key, quick sync to blockchain.', 'It kept crashing and never let me into my wallet after I got my master seed. But I like the interface. Stylish', ""Poor I sent money to this app around noon time and my money isn't confirmed yet it 10 o'clock at night an I emailed them 5 times know one has gotten back with me sent screen shot of time and money look like I just lost 300$ if it not up an running by tomorrow better BUSINESS bureau will be called""]",Free,10000,FINANCE,Hodl Wallet INC,"Sep 24, 2018"
13,co.id.dompet.btc.indonesia,Dompet Bitcoin Indonesia,3.3,4689.0,2696.0,"['Always failure when they ask for ID confirmations, they said that something about I have to retake my pictures. But 7 times in row is strange. Hope you can fix it immediately.', 'I sent pictures and my id verification many times always failed. :(', 'I have installed this app and do post the documents. This app said that i have to wait for 24 hours for the documents to be verified. But i have waited more than 24 hours. Please help me with this problem. Thank you', 'Good apps, easy to use, and it got a lot improvements in the latest update.', 'Easy to use and no problem :)']",Free,500000,FINANCE,Indodax,"Jan 15, 2017"
14,com.adb.adbcoin,ADB COIN,3.4,19.0,11.0,"[""Doesn't work"", ""Can't even sign in.Telling me registration is not available temporary."", 'Useless app, no earning system. Totally unhappy with my decision to download this useless app. If possible i should give minus star', 'is this upcoming currency ? there is no Daily bounus no free coin', 'Useful app']",Free,1000,BUSINESS,ADB Express,"Nov 22, 2020"
15,com.anxbtc.android,ANX Vault: Your Bitcoin Wallet,3.2,135.0,58.0,"['The keeps crashing on me, this app needs to be fixed this is not working for me!', 'Support slowest i the world.. Also IT ""powered by ANX"" too.... Many, many problems have company..... For today Big -1 ball.', 'Does not Work! As soon as it was installed, the app could not even open. It stopped every time I tried to open it.', ""It's good at the beginning but now I can't send anything from this wallet They should added a button that sends/problems/bugs to developers. Thanks"", 'Confusing.  So I wanted to sell my Bitcoin.  After entering the bit coin amount, I have to manually calculate and enter a USD amount?  I thought I would just click on quote to get a quote of the current market price - guess what? Transaction completed, at the lowest market price. Congratulations!']",Free,10000,FINANCE,ANX,"Apr 29, 2014"
16,com.app.asbazar59,ASBAZAR Bitcoin Marketplace & Crypto Wallet,0.0,0.0,0.0,[],Free,10,FINANCE,ASBAZAR Group,"Jun 15, 2021"
17,com.app.belfrics,Belfrics – CryptoCurrency Trading Exchange,3.5,65.0,43.0,"['Excellent app , easy to use and good time to time updation. Overall good app ...', 'Support team is good ,not like other exchange this people have human to human interaction call center for crypto related queries I find that special with belfrics exchange', 'State of the art platform ,with much improvements done and user friendly', ""Keep asking Auth Code!! I can't even log in!"", ""Internol server error i downloaded the app but can't log in its not working""]",Free,1000,FINANCE,Belfrics Holding Ltd,"Oct 17, 2017"
18,com.application.bitcoiva,Bitcoiva-Bitcoin & Cryptocurrency Exchange India,4.2,143.0,76.0,"['Why in the hell is this slow? It was better last time I used it. When the users increase you got to make the app more efficient to handle it,but it stays the same. How much primitive could you get?', 'Too slow in mobile version. Mobile app Not recommended for anyone. Transaction fee also to high but application not worth to use.', 'Great app! Easy to use and very convenient i can easily to trade i will recommend this to my friends', 'Good app.but processing very very slow.then deposit, withdraw very easy😙', 'Not working properly, auto closing very irritating...']",Free,10000,FINANCE,Bitcoiva,"Nov 2, 2020"
19,com.application.blocdesk,VelcomEx - The Leading P2P Cryptocurrency Exchange,0.0,0.0,0.0,"['Excellent app for buying, selling and store Cryptocurrency.']",Free,100,FINANCE,VelcomEx,"Feb 5, 2020"
20,com.apptrack.coinom,Coinom Wallet : Bitcoin Ethereum Altcoins Tokens,0.0,0.0,0.0,[],Free,10,FINANCE,Connelly Antonina,"May 25, 2021"
21,com.atomicwallet.newapp.safe,Crypto Wallet & Atomic swap DEX,2.7,6.0,5.0,"['Its says there are sorry they cant connect to their severs.. Its useless downloading it because you are not gonna use it🙄', 'Most likely steals your wallet. Why would anyone ever enter their private seed phrase into an untrusted app like this? Good on the developers if people are going to hand over their wallet to them.', 'Safe multi functional crypto ww']",Free,500,ENTERTAINMENT,"wallet atomic,inc","Jun 14, 2021"
22,com.bcoiner.webviewapp,Bcoiner - Free Bitcoin Wallet,4.3,2478.0,1255.0,"['Wow!! This application is designed on the principle of ease of use and convenience, you will be able to enjoy unique functions while transferring your bitcoins. Very good to use I am very satisfied with the transactions here.', 'Good application. Simple and convenient to use, stable in work, with rich functions. The main thing is to store and exchange your cryptocurrencies here as securely as possible. I really like this app.', ""Why can't i log in? I did not expect coinmama advert on the login page. I never joined coinmama at all. I registered for bcoiner not coinmama. I sent bitcoins here and it's very horrible now there is no login page at all at bcoiner's !! Bcoiner's admins, why this??????"", 'It takes a littlw studying to understand but after you apply yourself a few times it becomes easier to navigate your way around the app. Definately a good digital coin investment app.', 'I love this app. I like how simple to add the amount and cost of several coins to see the actual increase or decrease portfolio value']",Free,100000,FINANCE,Bcoiner,"Dec 23, 2014"
23,com.bitbns,"Bitbns: Bitcoin, Crypto Trading Exchange India",3.3,9861.0,5003.0,"[""It's a good app overall. But it needs several updates. Graph shown isn't as accurate as Binance and some other exchanges out there. Support doesn't really support when something goes wrong. I'll stick with the app carrying hope that Bitbns team will work it all out to make it a flawless exchange.👍"", ""Good for nothing. Very very slow.. Very less users which means you end up in loss either buying or selling as there are few takers. They just hoard your funds. Can't withdraw. The process to contact customer care is a serious pain. Using this app is just a punishment for crypto lovers. Worst part is order placing. If you use your 100% funds to buy or sell. It tells you insufficient funds and by the time you redo. The price is gone and again loss. So in simple words. Loss loss loss and harrasment"", ""My ticket ID- 293701 I can't able to withdraw my amount , Ridiculous, in emergency case what I can do if the app doing like this. Very poor support agency. Dear team , if I not get my withdrawal tomorrow, sure I will raise a big complaint about the app in all aspects. It's almost 7 days , for my medical checkup I withdrawn but you made me mad on this. I have used wazirx, Zebpay, COIN switch, Coindcx, but never faced this issue. It is totally unfair . One guy name Navin vaid asking to t"", ""The app works fine as far as usability goes. Though if you have any sort of problem then it doesn't get addressed. Customer support is very poor and only reachable by email. It takes ages to get a response and most of the time it will not be a helpful one. Since this app deals with money it takes a huge hit because of customer care as there can't be any trust if you don't get clarification or resolution for your problems."", ""Every thing you done is great in this application. But there is some issues like lagging, not responding, and yes, make it remember my trading tool's like rsi, macd, all lines. Every time I have to redone everything and it's so frustrating. I am looking forward with this application. All though great great job with all the features. Keep it up and we will keep supporting team bit. Thank you, and I personally think it has a potentiality to improve and impact on crypto market and economy.""]",Free,100000,FINANCE,Bitbns Cryptocurrency Trading Exchange India,"Sep 21, 2019"
24,com.bitcoinglobal,Bitcoin Global: P2P platform for crypto exchange,0.0,0.0,0.0,[],Free,5000,FINANCE,Bitcoin Global Ex,"Sep 25, 2020"
25,com.bitcoininc.bitcoinpay,Bitcoin Pay,3.5,104.0,51.0,"['Please dont use this its a no star. It is stressful to interact with. It only receives btc but does not pay out.', 'i think its better to download there edge wallet app pls dont use this app( it ate my money but i found it on there edge wallet app).', ""i don't know how to make a deposit."", ""Do not download this app and never upload your $ to this wallet,  because it doesn't provide you a transfer section,  means you can deposit but can't withdraw. Useless and scam app. Lucky I didn't deposit with big amount. Today you can keep my 16$ but this review will make others know about you and not be scammed by you!"", ""This is not a great app. I signed up and took a payment then told they don't allow U.S. based accounts. Can't even get my money. Enjoy my 350 :)""]",Free,10000,FINANCE,Bitcoin Inc,"May 13, 2016"
26,com.bitexuae,Bitex - Crypto Exchange,0.0,0.0,0.0,"['Registration fails every time...I am trying many times', 'Generally no issues with this app, simple to use. Using it for some days. Simple and secure. Development team always alert and responsive. app does what it is meant for. I even invested some of my saving in BTC through this app and hopping for goods now.', ""Pathetic app.... my money is stuck for the last 2 months. They don't even respond back .. no customer support.. no contact centre to call to.. they reply back to emails after 5-7 day with the same reply.....my money is stuck n they don't have any answer. They are asking me to follow up with my bank.. but they r not giving any transaction reference number..I did a BTC deposit which is also not yet credited... this is a fraud app.. it's a big scam.. pls don't open account here."", ""Great experience transferring to a new wallet. The process required the participation of the Bitexapp and it was highly responsive. I'm feeling very good about a lot of the changes that have taken place during the year and look forward to seeing the new road plan to my bitcoin days through Bitex."", 'I like the exchange process a lot because of transparency, safety and innovations. You should definitely read more about Bitex! Everything has gone up and forward for me managing my wallet along with my transfers.']",Free,5000,FINANCE,Bitex UAE,"Feb 23, 2020"
27,com.bitkub,"Bitkub - Bitcoin, Cryptocurrency Exchange",3.8,10759.0,5600.0,"['My verification took about a week and was easy to do. What I liked the most about this app is it support many security functions. Customer support was also helpful. Keep up the good work!', ""Have been verifying for almost 2 months. Kept on getting decline. What's so hard about verifying ."", ""Tried to open account with Bitkub. After long time waiting, my account was 2 times rejected. If you are a foreigner and you have the possibility to have an account outside Thailand, than for sure this is a better choice. As foreigner you are treated differently than thai people. Something we can't imagine in our home countries"", 'Still crashed when launching after the new update.', ""Never verify foriegn citizens on Thailand . This is another racism application from Thai nationality, and another reason that foriegn run away from this country and never come back for investment. My wife is Thai and approved in less than 1 day but for foriegn this is normal in this country. They can't even let you try to approve just reject and go. Better use another app.""]",Free,1000000,FINANCE,"BITKUB ONLINE CO., LTD.","Apr 20, 2019"
28,com.bitmart.bitmarket,BitMart - Cryptocurrency Exchange,4.7,22594.0,9142.0,"['It\'s a scam app that will lock your crypto up so you can\'t withdrawal anything. I haven\'t had a problem until 3 weeks ago when randomly my biometric sign-in was disabled and now required my username and password. After entering the correct password it kept saying it wasn\'t correct, so I changed my password successfully according to Bitmart. After changing my pass I still was getting the ""Incorrect password/username"" error and yes, I was using the correct ones. No customer service to speak of.', 'I have been locked out of my account for a month now. I have done password resets to my email and to phone for text message and still have not receive any notification for reset. I have email customer support several times and received no answer. I have started a chat and nobody came online. This app is horrible and a scam do not use it. I have money and crypto on my account and can not access it in 45 days. Do not use bitmart they do not respond. I am loosing money for not being able to trade.', ""I would say that customer service for this app is horrible but it's not even that good. It doesn't exist at all. The app shows several ways to contact them but they don't respond to any of them. I transferred crypto into this wallet from coinbase. The transfer was successful on coinbase's end but I still have not seen any of that crypto show up in my bitmart wallet. I contacted them 5 times on the different options they give in the app. Two months later I still have not heard back from them."", 'Update links don\'t work. Long story short, when you go to play store you have to physically type in ""BITMART UPDATE"" and I was finally able to make the update and get back into the app. I personally wouldn\'t put too much money on this app. Nothing more frustrating than having to figure things out in a time crunch moving your money around.', 'Been great until today. Now it says ""latest UPDATED"" (updated?) then i press the ""updated? now"" button and it keeps bringing me back to the app store. The ""updated? later"" option is greyed out. Then in the app store it says OPEN... hit OPEN then the process starts over again. In short i can\'t access my account or my money now. Please help EDIT: I uninstalled... reinstalled and restarted my phone then it gave me the option to UPDATE and all is good in the world again lol']",Free,500000,FINANCE,GBM Foundation Company,"May 9, 2018"
29,com.bitpay.wallet,BitPay - Buy Crypto,3.6,8918.0,4238.0,"['The only reason why I downloaded this app was for the prepaid VISA, it turns out it\'s not even a real feature. Just ""coming soon click to be notified"" no thank you with your misleading marketing 😤', ""Using the app as a secondary wallet and for the gift card redeeming feature really makes the app worth it. It's seamless and the UI is very easy to navigate."", 'Wow this app is great!!! I was on the waitlist to receive my card it came through and I use it daily.', 'Beware!! App works and the MasterCard works great. There is an undocumented ""miners fee."" For a $50 Bitcoin to card transfer there was $3.35 Bitcoin fee and a $25 ""miners fee,"" beware!!', '(Edit: OK I officially dislike BitPay one more notch.Trying to get the app to work on another device screwed up the old device without changing anything on the old device. Luckily I think I only lost $0.82 in BCH. Still not happy about it) Original: Having trouble with this ""new"" experience. Not sure why they decided to make so many changes at once. Bad move for a young company. Still trying to get the app to work. Will try to remember to update once I have an update to post.']",Free,1000000,FINANCE,"BitPay, Inc.","Oct 21, 2016"
30,com.bitso.wallet,Bitso - Buy bitcoin and move your money easily,4.5,13913.0,6655.0,"[""In my experience Bitso has been a simple and easy app to use, however the list of crypto you can buy is really narrow, on the other hand it may be too simple regarding the graphics it uses to display value of currencies, maybe a more complex graph would help. I've used the app since December 2020 and never had any issues while making a deposit or withdrawing, during weekends withdrawals take some time (matter of hours) but always arrive."", '3 stars for android app. iOS app looks good which is having more options. When limit order functionality will be provided for Android users?', 'Extreme high fees, wrong price update, constant ""too many requests"" prompts, buggy user interface, did I say this app has high fees already?', 'Does not have some essential capabilities for me, like being able to set bid price and to cancel pending orders.', 'Love this app! Always fast and smooth transactions']",Free,1000000,FINANCE,Bitso SAPI de CV,"Feb 19, 2018"
31,com.bitvirya.app,Bitvirya - cryptocurrency exchange,0.0,0.0,0.0,"[""It's a great starting"", 'Next future']",Free,10,FINANCE,Profit Oak,"Nov 20, 2020"
32,com.bityard.us2,Bityard Crypto Trading,2.8,42.0,24.0,"['The layout of the app is great, but the way it works is pure garbage and a borderline scam. You are forced to buy with a leverage and you are forced to sell if it drops a certain amount or raises a certain amount. There is no way to opt out of this ""feature"".', 'only works at the first time. during the second time of opening therevis a Chinese character messagebox whatever you choose in the button will freeze the app.', 'Cannot open, the screen just freeze up at the start up. Try many times still the same.', 'Be ready to be scammed out of your cryptocurrency. I love the layout of the site. But after multiple conveniently in there favor issues with it conveniently hitting my max limit while i press close and nothing happens i think im switching to a more reputable company bybit or binance. I liked this interface my favorite but not if its shady. I even sent screen recording. Not one credit just excuses.', ""0 star should be. Can't even register just a fake app collecting private data.""]",Free,5000,FINANCE,Bityardtrading,"Mar 31, 2021"
33,com.blockcloud,"Block Cloud - Buy Bitcoin, ETH, & Crypto",5.0,7.0,7.0,"['The most safest & secured wallet. 👍👍👍', 'This is so wonderful wallet... Better than blockchain', 'Very impressive Most secured application.. Best platform to sell and buy', 'Very imprecive .most securd application 👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼', 'Easy to use']",Free,100,BUSINESS,Block Cloud,"Jan 8, 2021"
34,com.blockfi.mobile,BlockFi: Earn Interest. Borrow Cash. Trade Crypto.,3.3,3090.0,1415.0,"[""Transfering from one wallet to another, should not be an issue. Regardless of how many code requests placed, the email does not arrive. Update: the customer support is very efficient. At this time though, receiving the confirmation withdrawal code doesn't show up, despite the sending of the code is still happening."", ""Worst verification experience ever! I have been trying to verify for months using all methods available but it always fails verifying. I even contacted customer support and sent them photos of my ID, after a month they replied by sending generic message that I need to verify my identity in the app?! Useless app for me, I will try Crypto and Celsius app. Don't bother installing this one!"", ""I won't be linking any bank account through Plaid that I can't enter manually. I use several other apps that use Plaid and I could find the option to enter the routing/account number. Either BlockFi removed the option, Plaid did, or I don't care...no one gets my login/password. That's 30 year old advice. Bring back the option to manually enter banking info and we can do business."", ""The App is just horrible. I can't sign in for days. Always telling me I'm offline!! Never keep me signed in. Lower their interest! I'll stay for a while to see if any improvement. If not I have to find a replacement"", ""Great tool for investing to earn interest on stablecoin or other cryptos. Combine it with the credit card and it's a super valuable investment vehicle for newbies and experienced alike. Runs great on my phone, seems to have pretty robust security as well!""]",Free,500000,FINANCE,BlockFi,"Apr 30, 2020"
35,com.blockfolio.blockfolio,FTX: Blockfolio - Buy Bitcoin Now,4.4,148822.0,45048.0,"[""Great app - gives access to tokens from FTX.US but with a very user friendly trading experience. Fees are ~1% which is lower than the coinbase basic app. With the addition of 8% interest on all deposits up to 10k, and 5% on amounts higher than that, it's really the best app for inexperienced crypto users right now."", 'So far so good. Super easy to navigate. Really wish we could withdraw coins/tokens to TrustWallet. Maybe in a future update? Other than that things are working as they should and devs are always updating the app.', 'The buttons are unresponsive, and there is a long lag time. I often have to open and close the app just to get it responsive again. Also, when scrolling between portfolios, the process lags as well with a blank screen coming up when I try to scroll between portfolios instead of seeing the actual portfolio. This is highly frustrating. I would like a developer to please get in contact with me. Having to tap these buttons 10x over for just one action is really grating. Awful user experience.', ""It's fine, but it's hard to understand why it doesn't show Profit/Losses (for each coin and total) on the portfolio view, that's shown already when clicking on each coin so the implementation should be trivial. I'll add another star the day they do that (already done by Delta), and yet another when a graph showing gains/loss and basis cost (already done in Koinly) is added. Since there are no plans to do something this trivial I removed a star."", ""I like this app, I really do!, but I'm considering moving to a different app. It's unbelievable in this day and age that although I can put money instantly, it takes days to get money out. The only option given is international money wire!.This takes days, and your charged a fair amount to transfer YOUR money to YOUR account! Considering they already take a cut from every coin purchase and sale, this is just shocking. Taking YOUR money out should not be this expensive.""]",Free,1000000,FINANCE,"Blockfolio, Inc.","Oct 22, 2015"
36,com.bokucoin.app,"Bokucoin - Buy, Sell & Store Bitcoin",4.6,9.0,7.0,"[""I can't sign up, all I see is log in. I HV to uninstall. U guys shld do something about it."", 'Simple and straightforward to use. No KYC headache.', 'Great app Boku Coin - Buy, Sell and Store Bitcoin. easy buy and sell crypto in this app. i like this app.', ""Bokucoin - Buy, Sell & Store Bitcoin great app! It's 100% trusted app for Bitcoin Buy and Sell. I love thish app. and i highly recommend this app."", 'Bokucoin - Buy, Sell & Store Bitcoin great app. 100% trested.']",Free,1000,FINANCE,Bokucoin,"Oct 9, 2020"
37,com.btcontract.wallettest,Simple Bitcoin Wallet TESTNET,0.0,0.0,0.0,['baesd lightning wallet'],Free,10,EDUCATION,anton kumaigorodski,"Jun 28, 2021"
38,com.btcturk.pro,BtcTurk | PRO - Buy-Sell Bitcoin,4.5,133623.0,40293.0,"['Nice app very easy to use, but please this morning I try to login to my account but it showing me technical errors please try and fix it', ""Updated: Raised to 5 stars! Old: As an American I need USDC more than USDT. Once they add USDC for Coinbase users as well I'll be 100% satisfied and FIVE-STARTS will be granted. Great job overall!"", 'was able to immidiately make an account and buy currency. easy and straight forward. also has advanced tool for graohics that i do not understand.', ""Could we be able to have the old app icon back please? This one's just hideous."", ""I haven't used it yet but I'm pretty sure it's just as good as cryptocurrency and all the other currencies out there sure to help you organizing and get anything done right ⏯️""]",Free,1000000,FINANCE,BTCTurk,"Jul 14, 2019"
39,com.btuprotocol.btu_wallet,Verso : Earn free crypto currency as cashback,4.6,74.0,46.0,"['This app is very unique because it gives you cash back for Reffering your friends to order in swigy or any other shopping website and get your pocket full of money , it gives you there own cryoto coin for ordering or to Reffering others to other any thing.', 'Not a great app.. They are not even tracking our order only even if they do at the end they gonna deduct your money without any prior. Soo please stay away from it.', 'Very nice, easy and convenient to use. Love this app!!! Thanks devolpers for making shopping so easy. However....if I could make a suggestion, you could maybe add take a lot to the shop list.', 'Easy to use great graphics', 'A good start with a lot of potential. I will give it 5 stars when they have more vendors and the redemption time is shotened.']",Free,10000,FINANCE,808 Labs (BTU Protocol),"Dec 8, 2020"
40,com.buda.crypto,"Buda.com - Bitcoin wallet. Compra, vende, almacena",2.5,484.0,321.0,"[""Very limited functionality. You can't make limit trades, you can't initiate bank withdrawals or deposits, and the list goes on and on. On top of that, trade fees are astronomically high and not in line with the broker market."", 'The rates are simply abusive. Even a whole decimal over other brokers', 'Didnt understand how to sell bitcoin, and has huge fees. There are much better wallets and places to sell', ""The app is useless, you can't adjust limit orders neither trade properly. Buda is a mediocre exchange but it's all we have in latam to cash out safely"", 'Needs optimization for phone']",Free,100000,FINANCE,Buda.com,"Jan 18, 2018"
41,com.burency.app,Burency Global – Insured Crypto Exchange & Wallet,4.6,191.0,108.0,"[""It's an amazing exchange. Easy to access and use. 5 stars are not enough! More success! ❤️"", ""I love this app very much , but you should add 'BUY' coin's Pair with other coins ."", 'Great product. Great exchange and mining operation. Love the whole thing', 'Such a smooth app. Works better than other larger exchanges!', ""I'm really liking this exchange and app seems to work good so far.""]",Free,5000,FINANCE,Burency Global,"Mar 21, 2021"
42,com.caramba.StellarWallet,Stellar Wallet - Buy & Sell XLM Crypto,0.0,0.0,0.0,['Love my wallet easy to use XRP TOO...'],Free,100,FINANCE,Caramba Apps,"Jul 2, 2021"
43,com.cloudmining.mineresp,Bitcoin Mining 2021 - Cloud Mining BTC Wallet,2.3,15.0,12.0,"[""Ripoff!!! There are free apps that start mining right away for you. This one doesn't work. I didn't upgrade because I already wasted money downloading this app and I'm not putting anymore money into this piece of s**t."", 'Why need upgrade? Should start mining after install. Fix it!', ""Hello developer team, i bought this app but still not mining any btc, i want to ask you that 10 gh/s for what? It's just a joke?!"", 'Bitcoin speed 10gh not working', 'Nice so far in']",$1.79,100,FINANCE,Crypto Btc Minner,"Jun 18, 2021"
