appId;title;summary
com.amx.amxremit;Al Mulla Exchange;Transfer your money via safe, secured remittance app
com.alsadd.moneyexchange;Al Sadd Exchange;Al Sadd Exchange for sending remittance of their clients
com.ex.exchange808;808 Exchange;Cryptocurrency exchange. Buy • sell • Stake
com.nagainfo.cityexchange;City Exchange Qatar - Remit Online;To make account transfer to maximum banks across the globe by your finger tips
park.exchange.client.app;Pro Mail;Stay connected to your Outlook and Exchange accounts with a new powerful app.
com.exchangebank3462.mobile;Exchange Bank Mobile Banking;Securely check balances, pay bills, transfer funds, view transactions, and more!
com.social.free.pop3.email;Email App for Hotmail, Outlook & Exchange Mail;Email App for Hotmail, Outlook, Exchange and other email
com.aldar.mobile;ALDAR FOR EXCHANGE WORKS;ALDAR EXCHANGE
com.andrdevelopers.world_currency_convertor;World Currency exchange rates;Exchange rates for all currencies, exchange rate charts, currency calculator
com.gcc.exchange;GCC Exchange;GCC Exchange is a fast-growing money transfer and foreign exchange brand
com.alexchanger.alexchanger;Alexchanger;Exchange e-currencies, transfer and send money all over the world instantly.
appli.speaky.com;Speaky - Language Exchange;"✓ More than 3M Users
✓ Practice 110+ Languages with Natives
✓ It's FREE!"
com.onlineexchanges.tennisexchange;Tennis Exchange;"BUY &amp; SELL Tennis Rackets and Gear"
com.csiweb.digitalbanking.bk0523;The Exchange Bank;The Exchange Bank new Android App!
com.peoplesexchangebank.mobile;Peoples Exchange Bank;Peoples Exchange Bank’s Mobile App makes it easy for you to bank on the go!
crypto.base.baseexchange;TechPay Exchange - Cryptocurrency Trading App;Access one of the worlds most active crypto exchanges right from your mobile.
com.fi7448.godough;Exchange Bank of Missouri;Transfer funds, pays bills, use p2p from your EBMO account!
com.gangla.gangla;Gangla: Language Exchange with Native Speaker;Learn a new language by starting conversation with native speakers!
com.apiture.xpressmobile.ebaaal.sub;Exchange Bank Mobile;Start banking wherever you are with Exchange Bank Mobile app.
com.exchangecurrency.app;EXCHANGE Mobile اسعار العملات اليوم;EXCHANGE MOBILE real time currency rates
com.coffye.pvcuzu;Royal Exchange -Fast and Secure Money Transfer App;Download the Royal Exchange app and quickly start sending cash, 24/7!
crypto.delta.exchange.openexchange;Delta Exchange;Unofficial app for Crypto Derivatives Delta Exchange
com.digitalsomaliland.bulshoexchange;Bulsho Exchange;This application is using in Somaliland
com.sneaker.exchange.app;Sneaker Exchange;buy and sell sneaker, streetwear and accessories in Sneaker Exchange
wyp.kyats;Myanmar Exchange Rates;Myanmar Kyats to Other Currencies rates of Myanmar Banks
com.ducont.alrostamani;Al Rostamani International Exchange;Sending money online is now easier.
com.cbx;Cryptobulls Exchange;Best Crypto Currency Exchange
ae.s4m.paymax;Lari Exchange Mobile App;Lari Exchange mobile app offers broad range of services on your fingertip
com.samsung.android.email.provider;Samsung Email;Experience powerful and Reliable email client on your Galaxy.
com.nagainfo.aljazeera;AL JAZEERA EXCHANGE QATAR;ALJAZEERA EXCHANGE
com.unionbank.cmb;MUFG Exchange Mobile;Access your MUFG Union Bank Corporate accounts with MUFG Exchange Mobile
com.etustudio.android.currency;Currency Exchange Rates;World currencies, Bitcoin, chart, converter, news, offline access and more
com.ProfitStars.TeleWeb73909507;Exchange State Bank IA;Exchange State Bank’s Mobile Banking App lets you easily view your information.
com.ftnh.customer;Exchange taxi : exchange, taxi, call taxi;Taxi matching service used by U.S. military units
com.cabir.moneyapp;Money Exchange;"Fresh, Simple &amp; Effective"
com.ssskynet.coinrate;Coin Exchange;Easiest way to get the most up-to-date info of currency fluctuations
com.ppa.myanmarexchange;Myanmar Exchange Rate;Myanmar Bank Exchange Rate
com.cricket.livecricketscoreline;Cricline Exchange - Live Cricket Scores;Live Cricket Scores with Live Line. Get your Live Cricket Line here free
com.habib.exchange;Habib Exchange;Always get the best exchange rate and send money on the go with Habib Exchange.
com.p4b14aca104f.www;Insurance Exchange of America;Nations largest insurance exchange offering full range of insurance products
com.greatcallie.abokiexchange;Aboki Exchange - Currency Exchange (Buy & Sell);Nigerian Currency Exchange Platform, where buyers meet sellers of forex
com.zolt.trustexchange;Trust Exchange by Zoltpe;"Buy, Sell &amp; Trade Bitcoin, Ripple, Ethereum, Tron &amp; more crypto assets in India."
com.zabunet.ngwekyae;Myanmar Money Exchange App;The Myanmar Money Exchange App is showing real time Currency
com.luxomansilla.cotizaciones;Exchange rates (widget);Very useful widget that allows you to access the currency quotes you need.
pakistanexchange.psx;Pakistan Stock Exchange (PSX - Market Data & News);Pakistan Stock Exchange is free market financial data and rates tracker app
com.betfair.en;Betfair - exchange sports predictions betting tips;Sports and football forecasts for the Betfair exchange. Best betting tips.
com.moneyexchange.rate;Money Exchange Rate Live;"Get Realtime Money Exchange Rates &amp; Bank Wise Currency Rates Very Easily."
com.arvindkum75.Exchange_Mobile_Laptop_TV_Bike_Goods_Exchange;Exchange – Mobile Laptop TV Bike Goods Exchange;Exchange Mobile, Laptop, phone exchange, Bike Exchange, Van Exchange Barter
com.mobatia.ahaliaexchange2016;Ahalia Exchange;Al Ahalia Money Exchange Bureau(AEB), popularly known as ‘Ahalia Exchange’.
com.bestcricketexchange.app;Best Cricket Exchange;Best Cricket Exchange mobile app gives you Ball by Ball update of the match.
com.bitkub;Bitkub - Bitcoin, Cryptocurrency Exchange;"Bitkub.com - Buy/Sell Bitcoin &amp; Ethereum Instantly"
com.slowlyapp;SLOWLY - Connect to the World!;🏆 WINNER - Google Play Awards 2019: Best Breakthrough App
com.google.android.gm;Gmail;Email from Google
com.yahoo.mobile.client.android.finance;Yahoo Finance;Research, invest, trade stocks
com.isec7.android.med;ISEC7 Mobile Exchange Delegate;ISEC7 Mobile Exchange Delegate enables Exchange delegate access on Android
com.wotransfer.pandaremit;Panda Remit - Best way to send money globally;Simple, efficient, and awesome rates.
com.winngie.win;Winngie Transfer Money and Exchange Currency;A new way of Exchanging Foreign Currency and Transferring Money Abroad by Peers
com.venmo;Venmo;Venmo is the fun and easy way to pay and get paid.
com.hijay.hijay;Language Exchange with Hi, Jay!;Language learning with native speakers — chat and meet for language exchange!
com.fi9876.godough;Exchange Mobile Banking;Droid Mobile App for Exchange Bank
com.marketwatch;MarketWatch;MarketWatch - Real-time financial news, markets data and investing analysis
com.bitexuae;Bitex - Crypto Exchange;"Bitex is Secure Digital Asset Exchange to buy &amp; sell cryptocurrencies."
com.easy.currency.pro;Easy Currency Converter Pro;Currency Converter (200+ currencies) with live exchange rates and offline mode.
com.del_leb.del;اسعار العملات - دولار لبنان - Currency Exchange;Application of the exchange rate of the dollar and international currencies
com.google.android.apps.pixelmigrate;Data Transfer Tool;Restore apps and more from an old phone
com.nikitadev.currencyconverter;Currency Converter - Centi;Live Exchange Rates. Currency Converter. Widgets.
com.kirito.app.exchangerate;Exchange Rate and Currency Converter;Currency converter with live exchange rates for every world currency
com.devnied.currency.free;Currency Converter free;Over 180 currencies conversion rates with live exchange rates and offline mode.
us.owltree.owlcurrency;exchange rate & currency converter - Owl Currency;"Currency converter and Exchange rate viewer.
From USD to Bitcoin, 190 others."
com.app.fairswap;Fairswap - Currency Exchange, money converter app;"Convert, meet &amp; swap currency. Free exchange rate app, calculator for travelers."
com.zoostudio.exchanger;Money Exchanger: Currency Converter, Exchange Rate;The simple way to convert currency on mobile. Exchange rate updates in real time
com.lanars.vizium;Vizium - Money Exchange App;Exchange cash and e-money in any currency (even crypto) with Vizium!
com.intuit.intuitgopayment;QuickBooks GoPayment;Accept payments without missing a beat with GoPayment for QuickBooks.
com.sewayou;SewaYou - Real-Life Japanese Language Exchange;Japanese Language Exchange in real life with native people around you on 1-on-1
com.iliria98;Iliria'98 Money Exchange;We care about the best money exchange
com.genify.currency_exchange;Easy Currency Converter - Exchange Rates;Currency Converter quickly, accurately. Live exchange rates and works offline.
com.robince.studio.currencypro;All Currency Converter Pro - Money Exchange Rates;Currency Converter (170+ currencies) with offline support in Native Language
com.mfoundry.mb.android.mb_111100909;Exchange Mobile;Start banking wherever you are with Exchange Mobile for Android!
com.atani;ATANI: Crypto Prices, Charts & Exchange Aggregator;"Multi exchange market data for cryptocurrency traders. Bitcoin &amp; 1,500+ altcoins"
com.blackfinch.currencyconverter;Currency Converter - 170+ real-time exchange rates;Currency Converter for over 170 currencies with real-time exchange rates.
all.currencyconverter.easyconverter;All Currency Converter - Money Exchange Rates;"Track all currencies conversion rates, live exchange rate charts &amp; works offline"
com.andrdevelopers.world_currency_convertor_no_adv;World currency exchange rates+;Exchange rates for all currencies, exchange rate charts, currency calculator
com.mavicg.currencyexchangeth_android;Thai Exchange Rates – Real Time Thai Baht Rates;"Compare, get the best possible currency exchange rates for Baht buying &amp; selling"
tiny.exchangerate;Currency: ✈️Exchange rates, Travel accounting&tags;📱Travel money converter 💱 Currencies of countries/Offline use/expense manager
com.dgmh.easycurrency;Currency Easy Converter - Real-Time Exchange Rates;Easy Currency Converter is the easiest way to get currencies exchange rates
com.mnm.cryptocurrency.cryptoconvert.pro;CryptoConvert Pro - Crypto Price Exchange Tracker;All in one cryptocurrency tool for prices, exchange rates and portfolio tracking
com.melanoid.exchange;Melanoid Exchange;Melanoid Exchange is an e-commerce platform to market and sell goods.
com.lindaexchange;Linda Exchange;Linda money exchange
com.goodappsandgames.bestchange;Exchange rates BestChange;The application to find exchangers providing the best exchange rates.
com.tapmango.equineexchangetackshop;Equine Exchange Rewards;Equine Exchange Rewards App: Check-in with the app, check rewards and more!
currency.currencyconverter.currencyexchangeapp;Currency Converter - All Currency Converter 2020;Currency converter helps to convert currency fast and accurately in few seconds.
app.cochange;coChange - Money Exchange GPS - Real time rates;The best foreign exchange offices around you.
com.netzfrequenz.android.currencycalculator;Currency Foreign Exchange Rate Crypto Converter;"Currency converter &amp; foreign exchange rate calculator for crypto &amp; currencies"
com.ukcoin.exchange;UKCoin Exchange;UKCoin Exchange app is the best way to buy bitcoin and cryptocurrencies.
com.exchange.messenger;Exchange Messenger: Practice Spanish with Natives;The most complete language exchange app, chat with native Spanish speakers!
com.mfoundry.mb.android.mb_ebnmkmo;Exchange Bank of Northeast MO;Start banking wherever you are with Exchange Bank of NE MO Mobile Banking App
com.cenfura.exchange;Cenfura Exchange;An application for trading on the Cenfura energy token exchange.
com.tacreations.stockexchange;Stock Exchange;Best App for guidance about Stock Market Exchange.
tw.ewin.exchangerate;Simple Exchange Rate;Provide historical exchange rate, currency converter and discount calculator
com.swiftspeedappcreator.android607181b7b9cd8;Bruxis Exchange;Bruxis is a modern company that has been working since 2013 in the field of
com.neklo.freecurrencyconverter;Easy Currency Converter - Money Exchange;Easy Currency Converter - Exchange Rates. All World Currencies in One Screen
com.itemcentral.swap;Swap Your Time - Buy/Exchange Things Without Money;Got Time? Get Stuff You Need by Exchanging It For Something You Love Doing!
com.a0soft.gphone.aCurrency;aCurrency (exchange rate);A currency converter for 180+ currencies with daily exchange rates update.
com.robince.studio.currency;All Currency Converter - Money Exchange Rates;Currency Converter (170+ currencies) with offline support in Native Language
xyz.ratealert.app;RateAlert Forex Currency & Exchange Rate Alerts;Never miss a Currency Exchange Rate update again. Live rates + alerts + charts!
com.changeda.app;ChangeDA - The exchange rate of the Algerian dinar;The exchange rate of the Algerian dinar on the official and parallel market
com.starvision.exchangerate;Exchange Rate;Update Exchange rates / Convert currency / Find the best exchange rates
com.aeris.currencyconverter;Currency Converter - Exchange;Best Currency Converter on Google Play market
com.currency.currencyconverter.currencyexchange.moneyconverter;All Currency Converter - Currency Exchange Rates;Get latest currency exchange rates 2020
com.ifs.businessbanking.fiid1001;First Exchange Bank;First Exchange Bank - Mobile banking on the go!
in.exchangeratealert;Currency Converter and Exchange Rate Alert;"Currency converter app manages live market rates of 180 currency &amp; Exchange rate"
com.droidfoundry.currencyconverter;Currency Converter & Exchange Rates;Convert 160 world currencies, offline and online with latest exchange rates
com.zerosack.currencyconverter;Currency Converter - Live Exchange Rates;"Convert &amp; calculate currency to real time currency exchange rates."
com.balamaika.converter;IMS: currency converter 💱 - exchange rates 📈;Convenient money converter. Currency calculator with live foreign exchange rate
com.blackfinch.simplecurrencyconverter;Currency Converter - Offline Money Exchange Rates;"Simple &amp; fast Currency Converter with live rates for 170 world currencies!"
antroid.cxtech.com.cxandroidproject;DX.Exchange - Buy&Sell Bitcoin;Turbo Tokens, Crypto, Exchange, Bitcoin, USDT, trading, ETH, DX.Exchange
com.spectre.bestchange;BestChange: exchange search;A large selection of exchange directions and sites
com.burmashare.myanmarexchangecal;Myanmar Exchange Calculator;Myanmar Exchange Rates Mobile Application
easy.stock;Stock Exchange - Free;Are you playing the stock market? This app will be your indispensable assistant!
com.alilea;sarraf lebanon_سعر الدولار عند الصرافين;This is a free application that allows you to trade in US Dollar, Lebanese Pound
com.mr89344.money_rate;money exchange rate;checking money exchange rate easily. takar rate. rupee rate. money rate
perfect.currency.exchange;Perfect E-currency Exchange;Exchanging from one digital and cryptocurrency to another.
pearr.exchange.rates;Exchange Rates: Latest Currency Conversion;":💱Track exchange rates of euro, dollar, pound &amp; all most famous currencies."
com.bcdex.wallet;BCD Exchange;"Global decentralize network to buy &amp; sell shares"
com.e6bapps.android.currencycalculator;Currency Converter - Exchange;Exchange more than 150 currency rates around the world!
com.clm.smartexchange;Smart Exchange CLM Fleet Management Driver App;Smart Exchange is the handy app for all drivers of CLM managed vehicles.
com.projects.diye.e_exchange;E-Exchange;Ethiopian Currency Exchange Application
xchange_coins.com;XCHANGE-COINS Cryptocurrency Exchange;Exchange cryptocurrency at the best rates! More than 150 supported coins..
sothea.biz.khmerexchangerate;Khmer Exchange Rate;"Get up to date exchange rate from LY HOUR, ACLEDA, NBC with graph &amp; calculator"
com.aisbdeveloper.currencyconvertercc;Live World Currency Converter - Exchange Rates Cal;Free currency converter is the best free live exchange rates app ever!
com.crazynova.nairaapp;US Dollar to Naira Exchange Rates;Sending money to Nigeria? Compare Top Dollar and Pound to Naira exchange rates
com.liveline.exchangeliveline;Exchange live line;Exchange live line is best cricket app
com.robince.studio.currencyconverter;Currency Converter - Money Exchange Rates;Currency Converter (170+ currencies) with live exchange rates and offline mode
com.di.exchangeth;Exchange TH - Best Foreign Thai Baht Exchange Rate;Exchange TH - View thai baht exchange rate from each bank.
com.exchange.indotech;IndoTech Exchange;indotech exchange
com.aristocracy.crypto.currency.converter.money.exchange.rate.foreignexchange;E Currency & Money Converter- Exchange Rate 2021;Convert money or local e currency and keep updated with live exchange rate
com.khmergroup.khmerexchange;Khmer Exchange;Get up to date of latest exchange rate in Cambodia
com.sports.news2020;BFAIR Exchange App;In-game stats for all pro Sports.
com.CrackStatus.Exchange;Exchange!;Exchange - a complex economic strategy in which you must control the units.
ru.ffsoft.exchange;Exchange;Exchange is a handy currency converter designed specifically for travellers.
com.wFreeChainlinkCoinLINKFree_12381240;Free Chainlink Coin LINK | Free Cryptocurrency;Earn Free CHAINLINK (LINK) Every Hour
com.altnotify;NEW CRYPTO COIN & EXCHANGE LISTINGS NOTIFICATIONS;AltNotify notifies you when ANY crypto coin is listed on ANY exchange.
com.chainlinkairdrops.top;Chainlink Airdrop;Highly secure and flexible infrastructure
com.cointracker.stats;CoinTracker – Cryptocurrency & Bitcoin Price;"Real-time Bitcoin Price, Crypto Tracker, Charts, Portfolio Tracker &amp; Stats"
com.wCoinFaucetioFreeRippleFaucetFreeXRPFreeGiveawaysandmore_12776622;Free Ripple XRP Free Cryptocurrency;Earn Free Ripple (XRP) Cryptocurrency coin
com.pandorika.cryptomap;Crypto coin map;Small app shows changing price of top cryptocurrencies
com.wFreeTRONfaucetFreeTRXDigitalCurrency_12330832;Free Tron Coin TRX | Free Cryptocurrency;Earn Free TRON (TRX) Every Hour
com.coindcx.btc;CoinDCX Go: Bitcoin, cryptocurrency investment app;India's simplest Bitcoin and cryptocurrency investment app for beginners!
com.crypto.exchange.app.cryptocurency.exchange;Crypto Exchange -  Buy & Sell Cryptocurrency;"The Safest Place to Buy Crypto. Buy Bitcoin &amp; Crypto Instantly BTC ETH DODGE LTC"
com.ftxmobile.ftx;FTX Pro;FTX is a cryptocurrency derivatives exchange built by traders, for traders.
com.wFreeNeoCoinCryptocurrency_12210799;Free Neo Coin | Free Cryptocurrency;Earn Free Neo Coin
com.bittrex.trade;Bittrex;Secure cryptocurrency trading on the go
com.kyriakosalexandrou.coinmarketcap;CMA DOPAMINE - Bitcoin, NFT, Binance Tracker;"Cryptocurrency, CoinDesk News &amp; data from CryptoCompare &amp; CoinMarketCap"
com.krypto;Krypto - Bitcoin, Crypto Trading Exchange India;Buy, sell, trade and pay with cryptocurrency to anyone, anywhere, anytime
com.cryptotrader.app;CryptoTrader;CryptoTrader terminal for trading cryptocurrency on Binance, Huobi.
com.creaticksolution.mycoinrate;Live Coin Rate - CryptoCurrency;Real time live coin rate - CryptoCurrency
com.wCryptoCoin_12129234;Free Crypto Coin;Claim free cryptocurrencies every 24 hours.
exchange.einstein.mobile.release;Einstein Convert - Safe and Secure Bitcoin Wallet;"Buy Bitcoin &amp; Cryptocurrency with the World&#39;s Safest Mobile Crypto Wallet"
com.nyse.stock;NYSE Stock Market;"Stock Market: NYSE Stock Application for Dow Jones, S&amp;P 500,NDX &amp; all Over Stock"
com.holacoins.wallet;Hola Coins;The most rewarding crypto ever!
com.titan.coin;TitanCoin (TTN);Titan Coin wallet empowers users to use multiple cryptocurrencies globally.
co.banano.natriumwallet;Natrium - NANO Wallet;Meet Natrium - a next-generation wallet for NANO.
io.cointracker.android;CoinTracker – Cryptocurrency Portfolio & Taxes;"Cryptocurrency Portfolio, Prices, Charts, Alerts, Taxes, Exchange &amp; Wallet Sync"
com.cenci7.coinmarketcapp;Crypto Coin Market - Your Coin Market App;See all the cryptocurrencies info updated | Powered by Coin Market Cap API
cyto.money;Crypto Money Market. Cryptocurrency, Exchange,;This is an app which provides an avenue for various Cryptocurrency Markets
com.jsd.cryptoport;CryptoPort - Coin portfolio tracker;Effortlessly monitoring your cryptocurrency portfolio. Live balance sync.
com.cryptomkt.app;CryptoMarket;Buy and Sell criptomonedas in CryptoMarket.
partl.coini;Coini — Bitcoin / Cryptocurrencies;The best app to keep track of your magic internet money!
com.syndicomsolutions.ecoinia;Ecoinia - mining, news, prices;Mining monitor for Bitcoin, Ethereum, Ripple etc. Cryptocurrency, charts, news.
live.coinslive.app;Coins Live: Crypto Market Cap;"Coin Prices, Portfolio &amp; News"
net.coconutdev.cryptochartswidget;CryptoCharts Widget - Bitcoin & Altcoin Ticker;Display crypto currencies prices charts on your homescreen (Bitcoin,Ripple,...)
com.argz.xrphi;XRPHI : XRP Wallet;Highly Secured XRP Wallet, Checkout Cryptocurrency Live Market Price
io.jackqack.hodler;Hodler – Crypto Portfolio, Cryptocurrency Tracker;Crypto portfolio tracker, crypto news, crypto tracker, price alerts, coin prices
jp.fcce.zaifapps;Zaif Exchange;Virtual coin exchange Zaif for bitcoin trading / purchasing
com.chainlink.chainlinkrewards;Free ChainLink Coins | Withdraw Rewards | 2021;Collect Rewards and withdraw ChainLink directly in wallet. Best App for Coins.
com.cindicator.stoic_android;Crypto Trading Bot for Binance: Portfolio Manager;Crypto Stoic is a simple automated crypto trading app with AI for Binance.
co.okex.app;اوکی اکسچنج، خرید بیت کوین و ارز دیجیتال;خرید بیت کوین، اتریوم، دوج کوین و بیش از 300 ارز دیجیتال
com.coinclub.android;Coin Club - Bitcoin,BTC,ETH,EOS,Cryptocurrency,ICO;The #1 crypto community
com.xherovnn.vn;Crypto Coin Market Cap - Bitcoin, Ethereum;"App is the best, FREE,  app to track Bitcoin &amp; prices and receive market news."
com.lucky.icowatchlist;ICO Watchlist - ICO token Calendar, monitor ICOs!;Monitor current, upcoming and past cryptocurrencies ICO, share info with friends
com.dopamineapp.cortex.crypto;Dopamine Crypto - Bitcoin, Ethereum, Binance Coin;Manage cryptocurrencies and all your apps and dapps
com.adaptivebits.coinmarketrevenue;Crypto Tracker and Portfolio - Coin Market Info;Get real time update for CryptoCurrency coins and see how much your coins worth
com.swiftspeedappcreator.android5ff0b888c48a0;Coinsbit - Crypto Trading & Exchange;Coinsbit being the largest cryptocurrency exchange means reliability.
com.evercoin;Evercoin: Bitcoin, Ripple, ETH;Cryptocurrency Exchange Wallet
com.accointing;Accointing – Crypto Tracker;The smartest Bitcoin and cryptocurrency portfolio management app
mon.coinmarket.trader;CoinMarket: Trading Tool & Idea of cryptocurrency;View price,  portfolio, alert, ideas, track, trade coins on your exchanges
com.Ariful.info.crypto;Crypto Market Cap - Cryptocurrencies Market Prices;Crypto Market gives you quick and easy access to cryptocurrency prices.
com.romerock.apps.utilities.currencyconverter;Currency, Cryptos & Exchange Rates Converter;"Foreign Exchange Rate Calculator: Historical Data, Notifications &amp; Offline Mode"
com.monnos.android;Monnos | Buy Bitcoin and Cryptocurrencies;The best place to buy and sell Bitcoin and more than 60 other cryptos
appinventor.ai_jushiung.GlobalCryptocurrencyExchanges;Global Cryptocurrency Exchanges;★ Global Digital Currency Exchange Navigation
top.airdrop.airdrop;Airdrop free tokens;Free distribution of coins ERC20 ETH
io.sylo.dapp;Sylo - Smart Wallet & Messenger;Decentralised Communication and Fintech Platform
com.ctower.mobile;CrossTower Exchange. Bitcoin and Crypto Trading;"Advanced, secure, and fast exchange &amp; trading app. Trade BTC, ETH now!"
com.coinness;Coinness - Real-time crypto market index and news;"Real-time market index and news on cryptocurrency &amp; blockchain"
org.nikas.cryptocurrency.widget;Cryptocurrency Widget;This app is a graphical cryptocurrency exchange informer for your home screen
com.blockchainappfactory.cryptoexchange;BAF: Multicurrency Wallet & Exchange;"Multicurrency Wallet &amp; Exchange"
io.almayce.dev.icologs;ICOlogs - ICO list, tracker, market, rating;ICOlogs will help you to find, analyze and track interesting ICO projects.
com.kinappz;KinFire - Kin Cryptocurrency;All kinds of information and tools around KIN Cryptocurrency
com.indijanc.scanner_app;Simple Crypto Scanner;Easily scan the cryptocurrency exchanges for price movements.
xyz.must.wallet;MUST WALLET;Defi-Decentralized Finance Ethereum Crypto Wallet
com.leadwallet.io;Lead Wallet (BETA) - Store & Swap Cryptocurrencies;Crypto, DeFi and NFT Access Wallet for Bitcoin, Litecoin, Ethereum, Tether, Tron
com.fiber.fiberwallet;Shiftr: Crypto & Bitcoin Wallet - Earn Interests;All in one, Cryptocurrency Wallet, Swap, Exchange, Earn Interest
com.studio.clubok.cryptobot;M U L T I B O T;Аpplication for automating trading strategies on the popular exchange Binance.
com.bestnthings.cryptocal;Crypto Market Cal - Crypto News & Events;"Crypto Market Cal Is For Know Crypto News &amp; Upcoming Events"
com.learningapps.learnbitcoinblockchaincrypto;Learn Bitcoin, Blockchain, Cryptocurrency, Altcoin;The best way to learn about bitcoin, blockchain, cryptocurrencies and altcoins
app.bitcoininvestmenthub.com;Bitcoin Investment & Crypto Hub - 100%Secure;Bitcoin Investment: Cryptocurrency Investment App
earn.cryptocoin.freemulticoinfaucet;Free Multi Coin Faucet;Claim free Cryptocurrency with free Multi Coin faucet
com.coinigy;Coinigy;Bitcoin and Cryptocurrency Trading, Charting and Portfolio Management Tool
com.mmt.mobileapp;MMT (Meta Mask Token);MM Coin is an exciting and highly potential business opportunity.
net.madestudio.apps.android6090b022a586d;Invest BitTorrent BTT Cryptocurrency Price chart;Invest Buy BitTorrent BTT Cryptocurrency Coin Token Price Chart Value live
com.cryptocompare.mainapp;Crypto Compare;Monitor cryptocurrency prices, track your portfolio, and read the latest news.
cryptocurrency.bitcoin.price;Cryptocurrency Prices, Investing & Exchange;Track price of Bitcoin, Ethereum and 1900+ cryptocurrencies, Crypto Investments
com.COUNT.MY.CRYPTO;Coin Ranking-Bitcoin, Ethereum+ more Crypto Market;Coin Ranking enables quick access to cryptocurrency prices and CoinMarketcap
com.thinkdevs.cryptomarket;Crypto Wallet 2020;Crypto Wallet is one way to rank the relative size of a cryptocurrency.
com.proyectoultra124.altcoin.trading;Altcoin Trading Guide & Tips;Altcoin Trading Guide for Beginners
com.affilcoin.android;Affil Coin;The powerful platform that puts your business on the blockchain
com.cointify.exchange;Cointify Exchange;Cointify - Cryptocurrency Exchange Simplified
com.xum.wallet;XUM WALLET;XUM Token is a utility and service-oriented based ERC-20 digital currency.
com.faveset.klink_blue;Klink - Tether;Tether without rooting your device
com.faveset.klink;Klink - Tether without root;Share your Android's Internet with a PC, without rooting!
com.coindera.app;Coindera;"Crypto Alerts &amp; Monitoring"
com.monederoapp;Monedero: Wallet Bitcoin, Ethereum, Dash;Receive, send and exchange your cryptocurrencies in the easiest way.
everex.transfer;Everex Wallet - bank gateways coin payments;Transfers, exchange, and payments powered by blockchain (UK, EU, Asia)
deex.exchange.android;Deex Exchange;Official mobile app for trading on decentralized Deex crypto exchange.
com.edss.pones;MX exchange - buying & sell Bitcoin;MX exchange keeps you up to date with the latest market changes.
io.broex.crypto;Broex: управление портфелем криптовалют;Buying and exchanging Bitcoin, Ethereum and other cryptocurrencies for rubles from the card
com.btc.bitcoin.price.alert.cryptocurrency.coin.ticker.crypto.app;Bitcoin Price: Your BTC Coin Ticker Crypto App;Bitcoin Price keeps track of all your cryptocurrency coins in one crypto app.
kr.co.okex.exchange;OKEx Korea - 암호화폐 거래소 (OKEx 마켓, 비트코인, 이더리움);"Global leading digital asset exchange leading blockchain technology
Experience the OKEx Korea trading service now linked to the world's No. 1 OKEx market"
asia.coins.mobile;Coins.ph Wallet;All-in-One Wallet: Buy Prepaid Load, make Bill Payments, and Send Remittances!
com.boundlesspay.app;BPay;Your all in one crypto application
com.estmob.android.sendanywhere;Send Anywhere (File Transfer);"Send whatever you want,
wherever you want"
com.farhadmarket.app;FarhadMarket - Cryptocurrency Trading Market;FarhadMarket is a Cryptocurrency wallet and exchange
co.za.altcointrader;AltCoinTrader - Secure easy crypto trading...;"Buy &amp; Sell Bitcoin and other crypto in South Africa with AltCoin Trader"
com.tmobile.tuesdays;T-Mobile Tuesdays: Free Stuff & Great Deals;"#GETTHANKED every week. Download the app for exclusive offers, prizes &amp; more!"
com.wise.llc.wallet.app;Win Wallet;WIN Wallet is an easy way to securely store and exchange cryptocurrency.
com.efc.wallet;EFC Wallet;EFC Wallet is universal non-custodial app for over 6 cryptocurrencies.
com.cryptocurrenciesapp;Crypto: Price Bitcoin, Ethereum, Tether Updated;See the prices of the best cryptocurrencies in real time.
com.luneswallet;Lunes Wallet  - Lunes, Bitcoin, Litecoin,  Buy BTC;Safe, Smart and Flexible. The first multiservice wallet in the world!
com.bitpreco.bitprecoAppAndroid;BitPreço - Comprar e vender Bitcoin e criptomoedas;BitPreço's Official App, Buy and Sell Bitcoin and Cryptocurrencies at the Best Price
com.nikitadev.cryptocurrency.pro;CryptoRocket PRO - Bitcoin, Cryptocurrency Tracker;"Cryptocurrency Prices, Alerts and News. Bitcoin, Ethereum, Ripple &amp; others."
com.ramzinex.ramzinex;Ramzinex | رمزینکس | خرید بیت کوین;"Knowledge based &amp; Secure Trading App for Cryptocurrencies"
com.bitasset.www;BitAsset: Exchange Bitcoin & Cryptocurrency Now;BitAsset is a secure, stable, smooth platform for cryptocurrency investors.
com.perfectcrypto.perfect_crypto;صرافی آنلاین پرفکت کریپتو;Online exchange
com.favorpay.favwallet;Favorpay;"Favorpay Wallet app is a simple, secure &amp; decentralized p2p crypto wallet."
com.greenaddress.greenbits_android_wallet;Green: Bitcoin Wallet;Bitcoin - secure and easy
com.xerium.wallet;Xerium;High Performance Crypto Loyalty Blockchain
co.gem;Gem: Track Bitcoin & Crypto;Crypto Portfolio Tracker
com.hamrasta.hwallet;Hamrasta Cryptocurrency wallet;Bitcoin Ethereum BitcoinCash Tron and Tether wallet
com.bitcoin.cryptocurrency.converter.crypto.calculator;Crypto Calculator - Bitcoin Price Converter;Best crypto tracker app to convert cryptocurrency prices.
