,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
108,com.phemex.app, https://phemex.com/references/articles/phemex-privacy-policy,True,en, text fine
112,com.polispay.copay, https://polispay.com/privacy,True,en, text fine
113,com.profittrading.forcoinbase, https://profittradingapp.com/privacy_policy.html,True,en, text fine
118,com.remitano.remitano, https://remitano.github.io/privacy-policy.html,True,en, text fine
119,com.saltlending.mobile, https://saltlending.com/privacy,True,en, text fine
122,com.shapeshift.droid_shapeshift, https://shapeshift.com/privacy,True,en, text fine
123,com.silvercoinvaluerpro, http://silvercoinvaluer.com/index.php/privacy-policy/,True,en, text fine
124,com.skyewallet.skye_wallet, https://skyewallet.com/privacy,True,en, text fine
125,com.stocksexchange.android, https://app.stex.com/ru/privacy-policy,True,en, text fine
127,com.supremexchange, https://www.supremecrypx.com/privacy_policy,True,en, text fine
137,crypto.cc.atc, http://www.atccoin.com/Legal.html,True,en, text fine
138,crypto.wallet.chainapp, https://getbull.app/privacy-policy.html,True,en, text fine
140,finance.earna.app, https://earna.finance/privacy,True,en, text fine
141,i.brains.pandax, https://www.pandar.ng/page/privacy,True,en, text fine
142,im.yitoken.app.g2, https://yitoken.gitbook.io/docs/privacy-policy,True,en, text fine
145,io.cex.app.prod, https://cex.io/privacy,True,en, text fine
146,io.exaking.starter, https://www.exaking.com/privacyapp,True,en, text fine
147,io.kriptomat.app, https://kriptomat.io/privacy-policy/,True,en, text fine
148,io.metamask, https://metamask.io/privacy.html,True,en, text fine
153,io.yellowcard.app, https://www.yellowcard.io/legal/privacy,True,en, text fine
156,me.coinpal.app, https://coinpal.me/privacy.html,True,en, text fine
157,me.cryptopay.android, https://cryptopay.me/legal/privacy_policy,True,en, text fine
158,net.bitbay.bitcoin, https://bitbay.net/documents-all,True,en, text fine
159,net.bitcoinrevolution.bitcoin.cash.wallet, https://sites.google.com/view/bitcoin-revolution-1/privacy-policy,True,en, text fine
162,net.tendancesbitcoin.free.bitcoin.bch.wallet, https://sites.google.com/view/tendances-bitcoin/privacy-policy,True,en, text fine
166,org.cryptoblastersltd.bitcoin.wallet.account, https://sites.google.com/view/crypto-blasters-ltd/privacy-policy,True,en, text fine
167,org.cryptoforecast.free.bitcoin.cash.wallet.app, https://sites.google.com/view/crypto-forecast/privacy-policy,True,en, text fine
172,org.nativescript.mywallets, https://github.com/Scra3/MyWalletsPrivacyPolicy/blob/master/README.md,True,en, text fine
176,org.tronspace.android, https://tronspace.org/privacy,True,en, text fine
178,roseon.finance, https://roseon.finance/docs/Privacy_Agreement.html,True,en, text fine
180,tech.central.ctocoin, https://www.central.tech/,True,en, text fine
185,za.co.rockwallet, https://rockwallet.co.za/site/privacy,True,en, text fine
186,com.hamrasta.hwallet, https://hamrasta.com/privacy-policy/,True,fa, text fine
191,com.bitcoinscrypt.androidwallet, https://bitcoinscrypt.io/privacy-policy,True,en, text fine
201,com.simple.crypto.wallet, http://gordodigital.cl/apps/simple-crypto-wallet/privacy-policy/index.html,True,en, text fine
203,org.coinsence.wallet, https://coinsence.org/privacy.html,True,en, text fine
204,com.lynengine.beautycryptowallet, http://www.lynengine.com/bcw_privacy_policy.html,True,en, text fine
205,com.bitcoin.wallet.cryptopuce, https://cryptopuce.com/privacy/,True,en, text fine
214,com.coinspace.app, https://www.coin.space/coinprivacypolicy,True,en, text fine
215,gbbit.app.wallet, https://gbbit.com/pages/privacy/privacy.html,True,en, text fine
217,cash.simply.wallet, https://simply.cash/privacy,True,en, text fine
220,eth.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
221,nxt.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
222,xmr.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
223,btc.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
224,xrp.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
226,usdt.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
229,neo.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
230,trx.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
231,bcn.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
232,eos.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
233,ltcc.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
234,bcc.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
237,btg.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
239,doge.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
240,org.walleth, https://github.com/walleth/walleth/blob/master/PRIVACY_POLICY.md,True,en, text fine
241,io.melis.clientwallet, https://www.melis.io/privacy.html,True,en, text fine
243,io.deviantcoin.android, https://deviantcoin.io,True,en, text fine
248,com.bitcoin.wallet.btc.testnet, https://bitcoin-wallet.flycricket.io/privacy.html,True,en, text fine
250,com.aspanta.emcsec, https://emercoin.com/en/emercoin-privacy-policy,True,en, text fine
252,pe.bluemountain419.jungledex, https://bluemountain419.wordpress.com/privacy-policy,True,ko, text fine
254,com.bitcoinblockchain.suyd, https://fludblockchain.com/Privacy-Policy.html,True,en, text fine
263,zapsolutions.zap, http://zap.jackmallers.com/privacy,True,en, text fine
264,com.cryptowallet.deviantx, https://deviantcoin.io/terms-conditions/,True,en, text fine
266,lt.spectrofinance.spectrocoin.android.wallet, https://spectrocoin.com/en/terms/privacy-policy.html,True,en, text fine
267,everex.transfer, https://everex.cash/html/terms-en.html,True,en, text fine
268,mw.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
271,com.bitorzo.wallet, https://www.privacypolicygenerator.info/live.php?token=k3mZz6h5RnVdIIMdFdPxFwD05ISRMeti,True,en, text fine
272,com.lingxi.bexplus, https://www.bexplus.com/en/explain/privacy,True,en, text fine
273,com.portto.blocto, https://blocto.portto.io/privacy/,True,en, text fine
274,com.elrond.maiar.wallet, https://maiar.com/privacy/,True,en, text fine
276,io.eidoo.wallet.prodnet, https://eidoo.io/app-privacy-policy/,True,en, text fine
279,com.sparkpoint, https://sparkpointio.github.io/privacy_policies/wallet/,True,en, text fine
286,com.zengo.wallet, https://www.zengo.com/privacy-policy,True,en, text fine
289,io.atomicwallet, https://atomicwallet.io/privacy,True,en, text fine
291,com.zixipay.wallet, https://zixipay.com/privacy,True,en, text fine
292,piuk.blockchain.android, https://www.blockchain.com/legal/privacy,True,en, text fine
294,com.quppy, https://support.quppy.com/hc/en-us/sections/360003032131-Legal,True,en, text fine
296,de.fuf.bitbucks, https://www.bitbucks.io/privacy,True,en, text fine
300,com.wirex, https://wirexapp.com/privacy-data-retention,True,en, text fine
304,com.valr.app, https://support.valr.com/hc/en-us/articles/360018715132-Privacy-Policy,True,en, text fine
307,com.buyucoinApp.buyucoin, https://www.buyucoin.com/privacy-policy,True,en, text fine
309,com.ellipal.wallet, https://wallet.ellipal.com/agreement,True,en, text fine
311,com.sixpencer.simplework, https://dfox.cc/app-privacy/en,True,en, text fine
312,com.dapppocket, https://www.dapppocket.io/privacy-policy,True,en, text fine
317,com.ownrwallet.wallet, https://ownrwallet.com/privacy,True,en, text fine
320,com.latoken.wallet, https://go.latoken.com/privacy,True,en, text fine
324,com.ccwalletapp, https://coincasso.com/cms/privacy-policy,True,en, text fine
325,com.coincorner.app.crypt, https://www.coincorner.com/PrivacyPolicy,True,en, text fine
327,com.defi.wallet, https://crypto.com/en/ncw/privacy,True,en, text fine
330,com.inigma.wallet, http://dev1.revteltech.com/privacy_policy.html,True,en, text fine
332,com.stasis.stasiswallet, https://stasis.net/legal/,True,en, text fine
333,com.blockchain.bitcoin.wallet, https://bitcoin-wallet.flycricket.io/privacy.html,True,en, text fine
334,com.bitcoin.wallet.btc, https://bitcoin-wallet.flycricket.io/privacy.html,True,en, text fine
336,com.blockchain.wallet.btc, https://bitcoin-wallet.flycricket.io/privacy.html,True,en, text fine
337,org.toshi, https://wallet.coinbase.com/privacy-policy,True,en, text fine
338,com.silenca.amlsafe, https://amlsafe.io/privacy-policy/,True,en, text fine
339,com.zipwallet.app, http://zipwalletpay.com/termsandprivacypolicy.html,True,en, text fine
340,com.paxful.wallet, https://paxful.com/privacy,True,en, text fine
341,com.paymintlabs.paymint, https://paymint-privacy-policy.webflow.io/,True,en, text fine
342,com.breadwallet, https://brd.com/privacy,True,en, text fine
343,com.bitcoinblack.wallet, https://bitcoin.black/mobile-privacy-policy/,True,en, text fine
347,com.Android.Inc.bitwallet, https://www.bitwallet.org/support-page,True,en, text fine
349,com.androidwallet, https://www.dcipher.io/privacy_policy_and_confidentiality.html,True,en, text fine
354,com.mercuryo.app, https://mercuryo.io/privacy_en.html,True,en, text fine
356,com.lobstr.client, https://lobstr.co/privacy/,True,en, text fine
357,io.rapids.network.wallet, https://www.rapidsnetwork.io/privacy-policy/,True,en, text fine
360,com.qcan.mobile.bitcoin.wallet, https://qcan.com/privacy,True,en, text fine
363,io.safepal.wallet, https://www.safepal.io/terms_en.html,True,en, text fine
364,com.b4uwallet.android, https://b4uwallet.com/privacy-policy/,True,en, text fine
369,com.enjin.mobile.wallet, https://enjin.io/legal/privacy-policy,True,en, text fine
370,tw.org.freewallet.app, https://freewallet.org/privacy,True,en, text fine
372,com.wallet.crypto.trustapp, https://trustwallet.com/privacy-and-policy,True,en, text fine
374,com.dowallet, https://www.dowallet.app/privacy-policy/,True,en, text fine
375,com.crypto.multiwallet, https://guarda.com/privacy-policy/,True,en, text fine
377,etherio.wallet.com, https://www.bitcoinmarket.dev/privacy,True,en, text fine
385,com.eofinance, https://eo.finance/about/aml,True,en, text fine
390,com.top1.group.international.android, https://www.top1groups.com/privacyPolicy.html,True,en, text fine
391,com.bitrue.currency.exchange, https://www.bitrue.com/exchange-web/footer/privacy.html,True,en, text fine
393,jp.coincheck.android, https://coincheck.com/info/privacy,True,bn, text fine
396,com.atomex.android, https://atomex.me/terms,True,en, text fine
399,com.bixin.bixin_android, https://help.bixin.com/privacy-policy-en/,True,en, text fine
402,io.muun.apollo, https://muun.com/privacy_policy.html,True,en, text fine
406,co.edgesecure.app, https://edge.app/privacy-policy/,True,en, text fine
411,com.callsfreecalls.android, http://callsfreecalls.com/terms/,True,en, text fine
413,com.beecrypt.beecrypthd, https://moneypipe.com/policy,True,en, text fine
414,im.token.app99, https://www.cryptowalletinfo.top/privacy.html,True,en, text fine
416,com.youhodler.youhodler, https://www.youhodler.com/dock/privacy-policy,True,en, text fine
418,com.bitcoin.mwallet, https://wallet.bitcoin.com/privacy-policy/,True,en, text fine
421,com.coinhako, https://www.coinhako.com/pp,True,en, text fine
422,im.token.app, https://v2.token.im/tos,True,en, text fine
423,com.plutus.wallet, https://www.abra.com/privacy-policy/,True,en, text fine
426,com.ezdefi, https://ezdefi.com/privacy-policy/,True,en, text fine
429,com.theblockchain.coinus.wallet, https://support.coinus.io/hc/en-us/articles/360032860471-Privacy-Policy,True,ko, text fine
432,com.dok.wallet, https://dokwallet.com/privacypolicy.html,True,en, text fine
434,com.drcrypto.wallet, https://assets.drcrypto.io/dc/privacy-policy.html,True,en, text fine
439,io.infinito.wallet, https://www.infinitowallet.io/,True,en, text fine
442,asia.coins.mobile, https://coins.ph/privacy,True,en, text fine
446,com.greenaddress.greenbits_android_wallet, https://blockstream.com/green/privacy/,True,en, text fine
447,com.mtpelerin.bridge, https://www.mtpelerin.com/privacy-policy,True,en, text fine
450,fio.ecoin.wallet, https://ecoinofficial.org/privacy,True,en, text fine
454,com.legendwd.hyperpayW, https://www.hyperpay.tech/policy,True,en, text fine
455,com.quarkonium.qpocket, https://www.qpocket.io/docs/qPocket_Privacy%20Policy_EN_BB_20181117.htm,True,en, text fine
456,jp.co.smartapp.gowallet, https://www.go-wallet.app/app/en/privacy.html,True,en, text fine
